timestamp,noise_db,status,event
2026-09-24 22:29:27,0.0,QUIET,Status changed
2026-09-24 22:29:27,10.2,NOISY,Status changed
2026-09-24 22:29:29,14.8,NOISY,ALERT
2026-09-24 22:30:01,0.0,INFO,Monitoring stopped
2026-09-24 22:30:24,0.0,INFO,Monitoring started
2026-09-24 22:30:24,0.0,QUIET,Status changed
2026-09-24 22:30:28,0.0,INFO,Monitoring stopped
2026-09-24 22:30:31,0.0,INFO,Monitoring started
2026-09-24 22:30:33,0.0,INFO,Monitoring stopped
2026-09-24 22:30:34,0.0,INFO,Monitoring started
2026-09-24 22:31:06,0.0,INFO,Monitoring stopped
2026-09-24 22:31:49,0.0,INFO,Monitoring started
2026-09-24 22:31:51,0.0,INFO,Monitoring stopped
2026-09-24 22:31:52,0.0,INFO,Monitoring started
2026-09-24 22:31:55,0.0,INFO,Monitoring stopped
2026-09-24 22:31:56,0.0,INFO,Monitoring started
2026-09-24 22:31:57,0.0,INFO,Monitoring stopped
2026-09-24 22:32:00,0.0,INFO,Monitoring started
2026-09-24 22:34:23,0.0,INFO,Monitoring stopped
2026-09-24 22:34:32,0.0,INFO,Monitoring started
2026-09-24 22:34:38,0.0,INFO,Monitoring stopped
2026-09-24 22:34:40,0.0,INFO,Monitoring started
2026-09-24 22:34:43,0.0,INFO,Monitoring stopped
2026-09-24 22:34:47,0.0,INFO,Monitoring started
2026-09-24 22:34:54,0.0,INFO,Monitoring stopped
2026-09-24 22:34:55,0.0,INFO,Monitoring started
2026-09-24 22:39:23,0.0,INFO,Monitoring stopped
2026-09-24 22:39:45,0.0,INFO,Monitoring started
2026-09-24 22:39:45,0.0,QUIET,Status changed
2026-09-24 22:39:45,10.2,NOISY,Status changed
2026-09-24 22:39:47,12.6,NOISY,ALERT
2026-09-24 22:39:51,0.0,INFO,Monitoring stopped
2026-09-24 22:39:52,0.0,INFO,Monitoring started
2026-09-24 22:39:52,0.0,QUIET,Status changed
2026-09-24 22:39:53,12.4,NOISY,Status changed
2026-09-24 22:39:54,9.3,MODERATE,Status changed
2026-09-24 22:39:54,11.7,NOISY,Status changed
2026-09-24 22:39:56,39.0,NOISY,ALERT
2026-09-24 22:39:58,0.0,INFO,Monitoring stopped
2026-09-25 11:17:41,0.0,INFO,Monitoring started
2026-09-25 11:17:41,0.0,QUIET,Status changed
2026-09-25 11:17:42,18.6,NOISY,Status changed
2026-09-25 11:17:44,46.9,NOISY,ALERT
2026-09-25 11:18:17,0.0,INFO,Monitoring stopped
2026-09-25 14:12:23,0.0,INFO,Monitoring started
2026-09-25 14:12:23,0.0,QUIET,Status changed
2026-09-25 14:12:23,16.7,NOISY,Status changed
2026-09-25 14:12:25,17.1,NOISY,ALERT
2026-09-25 14:12:42,0.0,INFO,Monitoring stopped
